route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
11493,1,7123972,Geary + 33rd Avenue,0,112,139500
11493,1,7123971,Geary + 33rd Avenue,0,113,139500
11493,1,7123970,Geary + 33rd Avenue,0,111,139500
11493,1,7123969,Geary + 33rd Avenue,0,110,139500
11493,1,7123968,Geary + 33rd Avenue,0,109,139500
11493,1,7123967,Geary + 33rd Avenue,0,108,139500
11493,1,7123966,Geary + 33rd Avenue,0,107,139500
11493,1,7123965,Geary + 33rd Avenue,0,106,139500
11493,1,7123964,Geary + 33rd Avenue,0,105,139500
11493,1,7123963,Geary + 33rd Avenue,0,104,139500
11493,1,7123962,Geary + 33rd Avenue,0,103,139500
11493,1,7123961,Geary + 33rd Avenue,0,102,139500
11493,1,7123960,Geary + 33rd Avenue,0,101,139500
11493,3,7124772,Geary + 33rd Avenue,0,112,139501
11493,3,7124771,Geary + 33rd Avenue,0,105,139501
11493,3,7124770,Geary + 33rd Avenue,0,101,139501
11493,3,7124769,Geary + 33rd Avenue,0,114,139501
11493,3,7124768,Geary + 33rd Avenue,0,110,139501
11493,3,7124767,Geary + 33rd Avenue,0,106,139501
11493,3,7124766,Geary + 33rd Avenue,0,113,139501
11493,3,7124765,Geary + 33rd Avenue,0,115,139501
11493,3,7124764,Geary + 33rd Avenue,0,108,139501
11493,3,7124763,Geary + 33rd Avenue,0,111,139501
11493,3,7124762,Geary + 33rd Avenue,0,107,139501
11493,3,7124761,Geary + 33rd Avenue,0,104,139501
11493,3,7124760,Geary + 33rd Avenue,0,103,139501
11493,3,7124759,Geary + 33rd Avenue,0,109,139501
11493,3,7124758,Geary + 33rd Avenue,0,102,139501
11493,3,7124721,Geary + 33rd Avenue,0,102,139501
11493,3,7124720,Geary + 33rd Avenue,0,112,139501
11493,3,7124719,Geary + 33rd Avenue,0,105,139501
11493,3,7124718,Geary + 33rd Avenue,0,101,139501
11493,3,7124717,Geary + 33rd Avenue,0,114,139501
11493,3,7124716,Geary + 33rd Avenue,0,110,139501
11493,3,7124715,Geary + 33rd Avenue,0,106,139501
11493,3,7124714,Geary + 33rd Avenue,0,113,139501
11493,3,7124711,Geary + 33rd Avenue,0,102,139501
11493,3,7124710,Geary + 33rd Avenue,0,111,139501
11493,3,7124709,Geary + 33rd Avenue,0,101,139501
11493,3,7124708,Geary + 33rd Avenue,0,107,139501
11493,3,7124702,Geary + 33rd Avenue,0,101,139501
11493,3,7124700,Geary + 33rd Avenue,0,102,139501
11493,3,7124699,Geary + 33rd Avenue,0,103,139501
11493,3,7124697,Geary + 33rd Avenue,0,104,139501
11493,3,7124696,Geary + 33rd Avenue,0,101,139501
11493,3,7124695,Geary + 33rd Avenue,0,105,139501
11493,3,7124694,Geary + 33rd Avenue,0,102,139501
11493,3,7124692,Geary + 33rd Avenue,0,106,139501
11493,3,7124691,Geary + 33rd Avenue,0,103,139501
11493,3,7124689,Geary + 33rd Avenue,0,104,139501
11493,3,7124688,Geary + 33rd Avenue,0,107,139501
11493,3,7124687,Geary + 33rd Avenue,0,101,139501
11493,3,7124685,Geary + 33rd Avenue,0,105,139501
11493,3,7124683,Geary + 33rd Avenue,0,108,139501
11493,3,7124682,Geary + 33rd Avenue,0,102,139501
11493,3,7124680,Geary + 33rd Avenue,0,109,139501
11493,3,7124713,Geary + 33rd Avenue,0,114,139500
11493,3,7124712,Geary + 33rd Avenue,0,113,139500
11493,3,7124707,Geary + 33rd Avenue,0,112,139500
11493,3,7124706,Geary + 33rd Avenue,0,101,139500
11493,3,7124705,Geary + 33rd Avenue,0,102,139500
11493,3,7124704,Geary + 33rd Avenue,0,103,139500
11493,3,7124703,Geary + 33rd Avenue,0,104,139500
11493,3,7124701,Geary + 33rd Avenue,0,105,139500
11493,3,7124698,Geary + 33rd Avenue,0,106,139500
11493,3,7124693,Geary + 33rd Avenue,0,108,139500
11493,3,7124690,Geary + 33rd Avenue,0,109,139500
11493,3,7124686,Geary + 33rd Avenue,0,110,139500
11493,3,7124681,Geary + 33rd Avenue,0,111,139500
11493,3,7124678,Geary + 33rd Avenue,0,107,139500
11493,3,7124671,Geary + 33rd Avenue,0,115,139500
11493,2,7124455,Geary + 33rd Avenue,0,114,139500
11493,2,7124454,Geary + 33rd Avenue,0,113,139500
11493,2,7124449,Geary + 33rd Avenue,0,112,139500
11493,2,7124448,Geary + 33rd Avenue,0,101,139500
11493,2,7124447,Geary + 33rd Avenue,0,102,139500
11493,2,7124446,Geary + 33rd Avenue,0,103,139500
11493,2,7124445,Geary + 33rd Avenue,0,104,139500
11493,2,7124443,Geary + 33rd Avenue,0,105,139500
11493,2,7124440,Geary + 33rd Avenue,0,106,139500
11493,2,7124435,Geary + 33rd Avenue,0,108,139500
11493,2,7124432,Geary + 33rd Avenue,0,109,139500
11493,2,7124428,Geary + 33rd Avenue,0,110,139500
11493,2,7124423,Geary + 33rd Avenue,0,111,139500
11493,2,7124420,Geary + 33rd Avenue,0,107,139500
11493,2,7124413,Geary + 33rd Avenue,0,115,139500
11493,1,7124147,Geary + 33rd Avenue,0,154,139500
11493,1,7124139,Geary + 33rd Avenue,0,117,139500
11493,1,7124138,Geary + 33rd Avenue,0,119,139500
11493,1,7123975,Geary + 33rd Avenue,0,124,139500
11493,1,7123974,Geary + 33rd Avenue,0,115,139500
11493,1,7123973,Geary + 33rd Avenue,0,114,139500
11493,2,7124512,Geary + 33rd Avenue,0,101,139501
11493,2,7124511,Geary + 33rd Avenue,0,114,139501
11493,2,7124510,Geary + 33rd Avenue,0,110,139501
11493,2,7124509,Geary + 33rd Avenue,0,106,139501
11493,2,7124508,Geary + 33rd Avenue,0,113,139501
11493,2,7124507,Geary + 33rd Avenue,0,115,139501
11493,2,7124506,Geary + 33rd Avenue,0,108,139501
11493,2,7124505,Geary + 33rd Avenue,0,111,139501
11493,2,7124504,Geary + 33rd Avenue,0,107,139501
11493,2,7124503,Geary + 33rd Avenue,0,104,139501
11493,2,7124502,Geary + 33rd Avenue,0,103,139501
11493,2,7124501,Geary + 33rd Avenue,0,109,139501
11493,2,7124500,Geary + 33rd Avenue,0,102,139501
11493,2,7124499,Geary + 33rd Avenue,0,112,139501
11493,2,7124498,Geary + 33rd Avenue,0,105,139501
11493,2,7124497,Geary + 33rd Avenue,0,101,139501
11493,2,7124496,Geary + 33rd Avenue,0,114,139501
11493,2,7124495,Geary + 33rd Avenue,0,110,139501
11493,2,7124494,Geary + 33rd Avenue,0,106,139501
11493,2,7124493,Geary + 33rd Avenue,0,113,139501
11493,2,7124492,Geary + 33rd Avenue,0,115,139501
11493,2,7124491,Geary + 33rd Avenue,0,108,139501
11493,2,7124490,Geary + 33rd Avenue,0,111,139501
11493,2,7124489,Geary + 33rd Avenue,0,107,139501
11493,2,7124488,Geary + 33rd Avenue,0,104,139501
11493,2,7124487,Geary + 33rd Avenue,0,103,139501
